7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2,2,2,2,2,2,15,2,2,2,15,15,15,2,2,2,15,15,15,15,15,15,15,15,15,15,2,2,2,2,2,2
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,25,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,25,25,0,0,0,0,0,0,15,15,25,25,15,15,25,25,25,0,0,0,0,0,15,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,15,15,0,0,0,0,0,0
25,25,25,25,25,15,15,25,25,25,0,0,15,0,0,25,25,25,15,15,25,25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,0
25,25,15,15,25,25,25,25,25,25,15,0,0,0,0,25,15,15,25,25,25,25,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,7,0,0,0,15,15,0,0,0,0
0,0,0,0,0,0,0,15,15,25,0,0,0,15,0,25,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,25,25,25,15,15,25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,25,0,0,15,15,0,0,0,0,0,0
5,5,5,5,5,15,15,15,15,25,0,15,0,0,25,25,0,0,0,0,0,25,0,0,8,0,0,0,0,0,0,0
0,0,10,19,0,0,0,0,0,25,0,0,0,0,0,0,15,15,0,0,0,25,0,0,0,0,0,5,5,5,5,5
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
