17,17,17,17,17,0,0,0,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,17,17,17,17
16,16,16,16,16,0,0,0,0,0,0,17,17,17,17,17,17,17,17,17,16,16,16,0,0,0,0,0,17,17,17,17
0,0,10,19,0,0,0,17,17,17,0,2,2,2,2,2,2,2,2,2,0,18,0,0,0,0,0,0,17,17,17,17
0,0,0,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17
0,0,0,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,17,17
0,0,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,17,17,0,0,17,17,0,0,0,0,0,0,17,17
17,17,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,17,17,0,0,16,16,0,0,0,0,0,0,16,17
17,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,17
17,17,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,16
17,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,18
17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0
17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16
0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,8,0,0
0,0,17,17,17,17,17,17,17,0,0,0,0,16,16,16,16,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0
0,0,16,16,16,16,16,16,16,0,0,0,0,0,0,18,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0
0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,0,0
