# 32 cols x 20 rows
# Row 0 is bottom, row 19 is top
# Values separated by commas or spaces
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0
6,6,6,4,4,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0
0,10,19,4,4,2,2,4,2,2,4,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,4,0,0,4,0,0,4,0,0,0,6,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,4,0,0,4,0,0,4,0,0,0,0,8,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,4,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,6,0,0,6,0,0,6,0,0,0,4,6,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,6,4,4,0,0,0,0
0,9,9,9,0,0,0,9,9,0,0,0,0,0,4,0,0,6,0,0,4,0,0,0,0,0,2,4,0,0,0,0
4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
4,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0
4,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0,0,4,4,4,6,0,0,0,4,0,0,0,0,6,6,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,4,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
