4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0
6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,4,2,2,2,4,4,4,0,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,4,4,0,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,4,4,0,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0,4,4,4,0,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,6,6,6,0,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0
4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,0,0,0,0,0,0,0
4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,6,6,4,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
